presence_id,associate_id,store_id,timestamp,zone,dwell_time_min,is_customer_facing
PRS-00057,ASC-057,STR-002,2025-10-29T12:24:00Z,Sales Floor,39.9,True
PRS-00058,ASC-007,STR-022,2025-11-09T07:34:00Z,Stockroom,84.5,False
PRS-00059,ASC-078,STR-025,2025-11-13T14:51:00Z,Stockroom,21.1,False
PRS-00060,ASC-004,STR-011,2025-12-19T19:55:00Z,Back Office,66.2,False
PRS-00061,ASC-008,STR-026,2025-10-14T18:46:00Z,Fitting Room,27.3,True
PRS-00062,ASC-069,STR-015,2025-11-24T22:16:00Z,Sales Floor,35.6,True
PRS-00063,ASC-031,STR-005,2025-10-02T14:51:00Z,Stockroom,26.1,False
PRS-00064,ASC-032,STR-025,2025-12-09T15:21:00Z,Register,5.4,True
PRS-00065,ASC-036,STR-012,2025-11-04T14:50:00Z,Stockroom,69.9,False
PRS-00066,ASC-002,STR-004,2025-11-09T16:53:00Z,Sales Floor,17.7,True
PRS-00067,ASC-060,STR-001,2025-11-26T06:29:00Z,Sales Floor,33.6,True
PRS-00068,ASC-072,STR-007,2025-11-22T07:37:00Z,Fitting Room,26.3,True
PRS-00069,ASC-079,STR-018,2025-11-10T08:28:00Z,Sales Floor,69.4,True
PRS-00070,ASC-036,STR-009,2025-12-03T10:14:00Z,Register,14.9,True
PRS-00071,ASC-080,STR-021,2025-10-07T13:07:00Z,Stockroom,18.2,False
PRS-00072,ASC-065,STR-028,2025-11-26T16:02:00Z,Register,22.1,True
PRS-00073,ASC-034,STR-009,2025-10-03T17:34:00Z,Stockroom,54.9,False
PRS-00074,ASC-045,STR-004,2025-10-10T22:28:00Z,Sales Floor,8.8,True
PRS-00075,ASC-027,STR-011,2025-12-13T17:53:00Z,Break Room,38.6,False
PRS-00076,ASC-055,STR-029,2025-11-06T10:01:00Z,Sales Floor,71.4,True
PRS-00077,ASC-043,STR-014,2025-12-23T17:30:00Z,Fitting Room,27.9,True
PRS-00078,ASC-004,STR-006,2025-11-17T07:18:00Z,Fitting Room,82.2,True
PRS-00079,ASC-004,STR-004,2025-12-17T12:51:00Z,Sales Floor,65.0,True
PRS-00080,ASC-066,STR-026,2025-12-14T17:13:00Z,Back Office,53.3,False
PRS-00081,ASC-020,STR-013,2025-12-23T08:04:00Z,Customer Service Desk,89.3,True
PRS-00082,ASC-073,STR-017,2025-12-13T19:34:00Z,Stockroom,76.6,False
PRS-00083,ASC-068,STR-026,2025-10-07T21:42:00Z,Register,40.8,True
PRS-00084,ASC-035,STR-007,2025-12-13T15:58:00Z,Sales Floor,23.4,True
PRS-00085,ASC-047,STR-008,2025-11-28T16:47:00Z,Customer Service Desk,63.0,True
PRS-00086,ASC-057,STR-024,2025-11-22T17:05:00Z,Back Office,46.5,False
PRS-00087,ASC-047,STR-021,2025-12-01T13:28:00Z,Receiving,22.2,False
PRS-00088,ASC-017,STR-030,2025-12-08T13:49:00Z,Fitting Room,61.3,True
PRS-00089,ASC-018,STR-020,2025-11-03T15:21:00Z,Sales Floor,9.2,True
PRS-00090,ASC-054,STR-017,2025-10-19T21:40:00Z,Break Room,19.4,False
PRS-00091,ASC-024,STR-029,2025-11-28T06:10:00Z,Sales Floor,25.2,True
PRS-00092,ASC-071,STR-023,2025-11-30T09:08:00Z,Break Room,75.4,False
PRS-00093,ASC-004,STR-023,2025-10-22T08:08:00Z,Register,48.6,True
PRS-00094,ASC-050,STR-029,2025-11-24T17:08:00Z,Back Office,51.0,False
PRS-00095,ASC-038,STR-004,2025-11-13T16:37:00Z,Register,11.5,True
PRS-00096,ASC-006,STR-003,2025-11-15T20:58:00Z,Back Office,41.6,False
PRS-00097,ASC-056,STR-010,2025-12-01T10:46:00Z,Sales Floor,69.4,True
PRS-00098,ASC-066,STR-003,2025-10-20T06:37:00Z,Register,61.3,True
PRS-00099,ASC-059,STR-013,2025-11-11T20:11:00Z,Register,53.8,True
PRS-00100,ASC-013,STR-008,2025-11-08T21:21:00Z,Sales Floor,47.6,True
PRS-00101,ASC-068,STR-019,2025-12-05T19:18:00Z,Sales Floor,30.0,True
PRS-00102,ASC-023,STR-005,2025-10-06T12:27:00Z,Register,52.6,True
PRS-00103,ASC-079,STR-011,2025-10-13T17:18:00Z,Sales Floor,27.3,True
PRS-00104,ASC-063,STR-015,2025-10-29T11:18:00Z,Fitting Room,24.8,True
PRS-00105,ASC-078,STR-025,2025-10-14T13:42:00Z,Sales Floor,10.4,True
PRS-00106,ASC-071,STR-027,2025-12-05T11:01:00Z,Register,5.5,True
PRS-00107,ASC-070,STR-018,2025-10-25T06:31:00Z,Break Room,4.3,False
PRS-00108,ASC-027,STR-010,2025-12-13T19:46:00Z,Back Office,13.1,False
PRS-00109,ASC-059,STR-010,2025-10-15T09:28:00Z,Break Room,45.4,False
PRS-00110,ASC-012,STR-028,2025-10-18T14:46:00Z,Stockroom,87.2,False
PRS-00111,ASC-011,STR-024,2025-10-29T08:20:00Z,Sales Floor,31.5,True
PRS-00112,ASC-059,STR-021,2025-12-05T08:45:00Z,Stockroom,80.5,False
PRS-00113,ASC-005,STR-014,2025-10-13T22:20:00Z,Sales Floor,51.1,True
PRS-00114,ASC-005,STR-021,2025-12-20T06:15:00Z,Sales Floor,35.1,True
PRS-00115,ASC-029,STR-022,2025-10-26T14:30:00Z,Sales Floor,73.6,True
PRS-00116,ASC-064,STR-010,2025-10-17T12:40:00Z,Break Room,85.7,False
PRS-00117,ASC-028,STR-001,2025-11-25T08:31:00Z,Register,20.4,True
PRS-00118,ASC-023,STR-002,2025-11-23T14:39:00Z,Back Office,53.4,False
PRS-00119,ASC-045,STR-016,2025-12-07T11:56:00Z,Sales Floor,22.4,True
PRS-00120,ASC-038,STR-022,2025-12-02T21:50:00Z,Register,54.6,True
PRS-00121,ASC-070,STR-016,2025-11-07T09:14:00Z,Sales Floor,79.5,True
PRS-00122,ASC-037,STR-014,2025-11-27T16:15:00Z,Stockroom,12.2,False
PRS-00123,ASC-060,STR-011,2025-12-24T09:22:00Z,Stockroom,64.0,False
PRS-00124,ASC-062,STR-027,2025-12-02T19:43:00Z,Sales Floor,27.6,True
PRS-00125,ASC-065,STR-007,2025-11-22T07:35:00Z,Receiving,25.0,False
PRS-00126,ASC-041,STR-014,2025-11-20T20:27:00Z,Back Office,82.3,False
PRS-00127,ASC-035,STR-016,2025-10-29T16:40:00Z,Receiving,29.1,False
PRS-00128,ASC-053,STR-008,2025-12-13T11:34:00Z,Sales Floor,57.0,True
PRS-00129,ASC-079,STR-020,2025-11-12T10:38:00Z,Register,85.6,True
PRS-00130,ASC-003,STR-026,2025-11-18T08:49:00Z,Stockroom,82.3,False
PRS-00131,ASC-071,STR-003,2025-12-23T07:33:00Z,Sales Floor,49.1,True
PRS-00132,ASC-021,STR-027,2025-12-08T18:55:00Z,Stockroom,27.5,False
PRS-00133,ASC-021,STR-030,2025-11-17T16:26:00Z,Sales Floor,66.5,True
PRS-00134,ASC-002,STR-002,2025-10-03T22:06:00Z,Register,71.6,True
PRS-00135,ASC-006,STR-006,2025-11-06T15:01:00Z,Sales Floor,70.0,True
PRS-00136,ASC-032,STR-002,2025-11-04T09:52:00Z,Receiving,59.7,False
PRS-00137,ASC-017,STR-027,2025-11-04T08:04:00Z,Sales Floor,65.5,True
PRS-00138,ASC-054,STR-001,2025-10-02T10:06:00Z,Stockroom,71.8,False
PRS-00139,ASC-025,STR-027,2025-12-17T15:50:00Z,Sales Floor,47.1,True
PRS-00140,ASC-003,STR-010,2025-11-05T20:12:00Z,Sales Floor,87.3,True
PRS-00141,ASC-074,STR-016,2025-11-18T15:27:00Z,Sales Floor,87.1,True
PRS-00142,ASC-072,STR-009,2025-12-01T15:58:00Z,Stockroom,46.6,False
PRS-00143,ASC-049,STR-001,2025-12-03T18:23:00Z,Stockroom,64.9,False
PRS-00144,ASC-058,STR-008,2025-12-13T06:25:00Z,Receiving,41.3,False
PRS-00145,ASC-062,STR-019,2025-10-14T15:21:00Z,Sales Floor,57.4,True
PRS-00146,ASC-011,STR-004,2025-12-11T11:13:00Z,Break Room,45.1,False
PRS-00147,ASC-032,STR-003,2025-10-19T18:39:00Z,Break Room,48.1,False
PRS-00148,ASC-073,STR-025,2025-10-30T07:49:00Z,Back Office,38.2,False
PRS-00149,ASC-044,STR-027,2025-10-20T07:20:00Z,Stockroom,54.7,False
PRS-00150,ASC-001,STR-009,2025-12-28T12:48:00Z,Register,45.0,True
PRS-00151,ASC-064,STR-011,2025-12-23T13:20:00Z,Back Office,44.5,False
PRS-00152,ASC-072,STR-028,2025-10-11T09:27:00Z,Stockroom,35.1,False
PRS-00153,ASC-002,STR-006,2025-12-06T09:10:00Z,Sales Floor,78.5,True
PRS-00154,ASC-015,STR-002,2025-11-24T21:10:00Z,Register,48.2,True
PRS-00155,ASC-018,STR-024,2025-12-10T19:25:00Z,Sales Floor,12.3,True
PRS-00156,ASC-038,STR-024,2025-12-26T14:33:00Z,Sales Floor,80.3,True
PRS-00157,ASC-073,STR-021,2025-10-22T10:18:00Z,Register,20.0,True
PRS-00158,ASC-079,STR-023,2025-11-17T22:38:00Z,Sales Floor,42.7,True
PRS-00159,ASC-043,STR-030,2025-10-18T11:33:00Z,Stockroom,43.7,False
PRS-00160,ASC-041,STR-014,2025-10-23T10:30:00Z,Sales Floor,88.0,True
PRS-00161,ASC-040,STR-023,2025-10-25T12:44:00Z,Sales Floor,42.4,True
PRS-00162,ASC-013,STR-002,2025-12-19T20:38:00Z,Sales Floor,32.8,True
PRS-00163,ASC-072,STR-029,2025-10-29T17:40:00Z,Sales Floor,19.0,True
PRS-00164,ASC-037,STR-027,2025-11-24T15:23:00Z,Register,37.5,True
PRS-00165,ASC-033,STR-018,2025-12-09T12:04:00Z,Register,11.1,True
PRS-00166,ASC-028,STR-009,2025-10-23T14:36:00Z,Sales Floor,72.1,True
PRS-00167,ASC-076,STR-021,2025-11-19T16:36:00Z,Receiving,54.1,False
PRS-00168,ASC-036,STR-026,2025-12-18T21:13:00Z,Sales Floor,70.9,True
PRS-00169,ASC-028,STR-003,2025-12-18T10:09:00Z,Sales Floor,79.0,True
PRS-00170,ASC-042,STR-003,2025-10-07T10:32:00Z,Receiving,39.4,False
PRS-00171,ASC-061,STR-011,2025-11-08T22:48:00Z,Sales Floor,51.3,True
PRS-00172,ASC-049,STR-025,2025-11-19T21:22:00Z,Sales Floor,47.9,True
PRS-00173,ASC-068,STR-003,2025-12-17T12:10:00Z,Fitting Room,75.4,True
PRS-00174,ASC-019,STR-027,2025-11-25T20:31:00Z,Stockroom,24.0,False
PRS-00175,ASC-016,STR-018,2025-11-25T17:11:00Z,Sales Floor,34.2,True
PRS-00176,ASC-060,STR-025,2025-12-25T17:46:00Z,Back Office,56.3,False
PRS-00177,ASC-025,STR-013,2025-11-17T11:59:00Z,Stockroom,2.9,False
PRS-00178,ASC-057,STR-012,2025-12-07T12:00:00Z,Register,30.9,True
PRS-00179,ASC-048,STR-030,2025-11-02T22:58:00Z,Sales Floor,26.0,True
PRS-00180,ASC-036,STR-021,2025-12-01T18:02:00Z,Customer Service Desk,64.0,True
PRS-00181,ASC-036,STR-021,2025-10-08T06:55:00Z,Stockroom,43.4,False
PRS-00182,ASC-078,STR-021,2025-11-28T21:11:00Z,Back Office,79.0,False
PRS-00183,ASC-070,STR-026,2025-10-14T07:23:00Z,Sales Floor,80.7,True
PRS-00184,ASC-020,STR-023,2025-10-23T10:05:00Z,Back Office,76.4,False
PRS-00185,ASC-008,STR-015,2025-12-21T07:20:00Z,Sales Floor,49.9,True
PRS-00186,ASC-025,STR-021,2025-12-18T06:21:00Z,Break Room,76.6,False
PRS-00187,ASC-041,STR-029,2025-12-30T11:57:00Z,Customer Service Desk,65.5,True
PRS-00188,ASC-047,STR-017,2025-10-02T18:26:00Z,Break Room,60.9,False
PRS-00189,ASC-009,STR-007,2025-12-04T10:46:00Z,Sales Floor,17.2,True
PRS-00190,ASC-006,STR-009,2025-12-17T12:44:00Z,Register,17.2,True
PRS-00191,ASC-001,STR-010,2025-11-05T17:07:00Z,Sales Floor,52.0,True
PRS-00192,ASC-012,STR-019,2025-11-29T08:07:00Z,Fitting Room,18.1,True
PRS-00193,ASC-012,STR-006,2025-11-10T06:49:00Z,Sales Floor,2.9,True
PRS-00194,ASC-048,STR-015,2025-10-11T13:19:00Z,Break Room,58.5,False
PRS-00195,ASC-025,STR-024,2025-10-17T15:03:00Z,Back Office,27.3,False
PRS-00196,ASC-036,STR-005,2025-12-12T16:26:00Z,Sales Floor,18.6,True
PRS-00197,ASC-026,STR-006,2025-11-07T14:44:00Z,Back Office,10.1,False
PRS-00198,ASC-046,STR-019,2025-11-16T17:49:00Z,Register,41.6,True
PRS-00199,ASC-022,STR-002,2025-12-14T18:09:00Z,Register,20.5,True
PRS-00200,ASC-056,STR-012,2025-12-22T15:13:00Z,Sales Floor,87.2,True
PRS-00201,ASC-071,STR-027,2025-11-04T08:32:00Z,Receiving,24.7,False
PRS-00202,ASC-060,STR-009,2025-10-05T09:33:00Z,Stockroom,18.4,False
PRS-00203,ASC-018,STR-015,2025-12-15T16:23:00Z,Register,59.9,True
PRS-00204,ASC-005,STR-011,2025-12-29T09:40:00Z,Back Office,81.3,False
PRS-00205,ASC-021,STR-014,2025-11-30T16:21:00Z,Register,10.8,True
PRS-00206,ASC-046,STR-010,2025-10-21T20:34:00Z,Sales Floor,3.9,True
PRS-00207,ASC-079,STR-015,2025-12-15T19:46:00Z,Back Office,75.4,False
PRS-00208,ASC-033,STR-024,2025-11-17T16:30:00Z,Stockroom,28.4,False
PRS-00209,ASC-030,STR-025,2025-12-04T09:26:00Z,Back Office,25.7,False
PRS-00210,ASC-074,STR-013,2025-12-15T06:10:00Z,Register,83.2,True
PRS-00211,ASC-077,STR-023,2025-12-07T12:36:00Z,Stockroom,13.4,False
PRS-00212,ASC-043,STR-026,2025-10-07T08:19:00Z,Receiving,14.4,False
PRS-00213,ASC-045,STR-015,2025-11-20T11:29:00Z,Sales Floor,15.0,True
PRS-00214,ASC-023,STR-010,2025-11-09T08:11:00Z,Sales Floor,19.9,True
PRS-00215,ASC-012,STR-024,2025-11-01T10:43:00Z,Register,70.3,True
PRS-00216,ASC-001,STR-016,2025-10-21T17:06:00Z,Back Office,62.4,False
PRS-00217,ASC-028,STR-030,2025-11-30T18:53:00Z,Back Office,23.4,False
PRS-00218,ASC-013,STR-013,2025-10-17T16:48:00Z,Fitting Room,37.2,True
PRS-00219,ASC-042,STR-029,2025-11-06T19:38:00Z,Back Office,8.3,False
PRS-00220,ASC-063,STR-022,2025-12-15T06:14:00Z,Break Room,17.7,False
PRS-00221,ASC-031,STR-012,2025-11-16T16:32:00Z,Break Room,55.7,False
PRS-00222,ASC-051,STR-030,2025-10-10T13:08:00Z,Back Office,5.9,False
PRS-00223,ASC-039,STR-014,2025-10-12T16:24:00Z,Stockroom,39.5,False
PRS-00224,ASC-037,STR-010,2025-11-19T21:02:00Z,Sales Floor,86.0,True
PRS-00225,ASC-023,STR-006,2025-11-20T22:53:00Z,Sales Floor,72.9,True
PRS-00226,ASC-045,STR-022,2025-10-13T18:51:00Z,Receiving,16.2,False
PRS-00227,ASC-017,STR-019,2025-12-04T18:43:00Z,Back Office,44.8,False
PRS-00228,ASC-052,STR-014,2025-10-07T15:27:00Z,Sales Floor,57.8,True
PRS-00229,ASC-078,STR-026,2025-11-27T22:23:00Z,Receiving,64.7,False
PRS-00230,ASC-069,STR-012,2025-10-15T11:27:00Z,Register,35.7,True
PRS-00231,ASC-011,STR-005,2025-10-01T16:59:00Z,Stockroom,24.7,False
PRS-00232,ASC-066,STR-027,2025-12-18T20:27:00Z,Sales Floor,26.8,True
PRS-00233,ASC-016,STR-028,2025-12-02T20:23:00Z,Sales Floor,54.7,True
PRS-00234,ASC-048,STR-009,2025-11-24T16:43:00Z,Sales Floor,74.1,True
PRS-00235,ASC-070,STR-009,2025-10-23T15:22:00Z,Back Office,41.3,False
PRS-00236,ASC-039,STR-021,2025-10-05T09:22:00Z,Stockroom,48.8,False
PRS-00237,ASC-051,STR-008,2025-10-23T08:34:00Z,Sales Floor,66.0,True
PRS-00238,ASC-064,STR-014,2025-11-05T17:29:00Z,Stockroom,23.5,False
PRS-00239,ASC-068,STR-019,2025-11-28T07:04:00Z,Sales Floor,5.4,True
PRS-00240,ASC-078,STR-024,2025-12-21T09:24:00Z,Register,65.8,True
PRS-00241,ASC-044,STR-030,2025-12-21T15:27:00Z,Back Office,18.2,False
PRS-00242,ASC-033,STR-024,2025-12-23T08:53:00Z,Fitting Room,86.9,True
PRS-00243,ASC-025,STR-019,2025-11-03T15:39:00Z,Register,77.2,True
PRS-00244,ASC-032,STR-023,2025-10-07T17:36:00Z,Back Office,68.9,False
PRS-00245,ASC-056,STR-009,2025-12-28T11:17:00Z,Register,6.0,True
PRS-00246,ASC-052,STR-030,2025-10-24T15:17:00Z,Sales Floor,20.2,True
PRS-00247,ASC-054,STR-022,2025-10-17T14:17:00Z,Back Office,71.5,False
PRS-00248,ASC-041,STR-004,2025-10-29T13:01:00Z,Stockroom,21.5,False
PRS-00249,ASC-079,STR-010,2025-12-31T20:37:00Z,Back Office,54.4,False
PRS-00250,ASC-070,STR-013,2025-11-30T06:21:00Z,Sales Floor,32.5,True
PRS-00251,ASC-057,STR-005,2025-11-29T21:13:00Z,Register,17.0,True
PRS-00252,ASC-050,STR-009,2025-11-21T07:42:00Z,Break Room,87.2,False
PRS-00253,ASC-063,STR-018,2025-11-14T08:13:00Z,Stockroom,48.6,False
PRS-00254,ASC-039,STR-010,2025-11-10T20:43:00Z,Back Office,15.7,False
PRS-00255,ASC-075,STR-006,2025-12-19T17:36:00Z,Back Office,89.6,False
PRS-00256,ASC-003,STR-025,2025-11-06T21:15:00Z,Back Office,49.3,False
PRS-00257,ASC-049,STR-020,2025-10-16T09:25:00Z,Sales Floor,89.3,True
PRS-00258,ASC-074,STR-010,2025-10-23T11:49:00Z,Receiving,66.6,False
PRS-00259,ASC-052,STR-018,2025-11-22T17:48:00Z,Sales Floor,81.2,True
PRS-00260,ASC-036,STR-011,2025-11-16T09:42:00Z,Break Room,86.5,False
PRS-00261,ASC-041,STR-017,2025-12-08T18:14:00Z,Break Room,45.5,False
PRS-00262,ASC-060,STR-010,2025-11-27T11:59:00Z,Break Room,37.2,False
PRS-00263,ASC-001,STR-018,2025-11-12T20:41:00Z,Sales Floor,81.8,True
PRS-00264,ASC-050,STR-019,2025-12-23T19:26:00Z,Back Office,58.0,False
PRS-00265,ASC-080,STR-008,2025-10-18T22:05:00Z,Register,66.4,True
PRS-00266,ASC-003,STR-011,2025-12-18T13:10:00Z,Register,43.5,True
PRS-00267,ASC-012,STR-012,2025-10-03T18:35:00Z,Register,19.0,True
PRS-00268,ASC-021,STR-015,2025-11-17T13:11:00Z,Back Office,64.7,False
PRS-00269,ASC-026,STR-011,2025-10-17T15:04:00Z,Break Room,20.2,False
PRS-00270,ASC-060,STR-015,2025-11-01T20:15:00Z,Receiving,87.6,False
PRS-00271,ASC-065,STR-021,2025-10-15T16:55:00Z,Fitting Room,16.0,True
PRS-00272,ASC-060,STR-024,2025-10-09T06:47:00Z,Sales Floor,61.6,True
PRS-00273,ASC-067,STR-016,2025-11-19T08:50:00Z,Back Office,24.9,False
PRS-00274,ASC-069,STR-004,2025-12-31T06:28:00Z,Back Office,65.9,False
PRS-00275,ASC-038,STR-026,2025-11-20T07:23:00Z,Back Office,83.6,False
PRS-00276,ASC-057,STR-014,2025-10-16T09:09:00Z,Break Room,68.7,False
PRS-00277,ASC-075,STR-025,2025-10-15T11:23:00Z,Back Office,31.9,False
PRS-00278,ASC-032,STR-026,2025-12-01T12:16:00Z,Sales Floor,58.5,True
PRS-00279,ASC-010,STR-015,2025-12-30T21:48:00Z,Sales Floor,24.9,True
PRS-00280,ASC-038,STR-023,2025-11-26T16:50:00Z,Back Office,24.7,False
PRS-00281,ASC-036,STR-020,2025-10-05T10:09:00Z,Register,4.3,True
PRS-00282,ASC-048,STR-019,2025-11-16T15:19:00Z,Fitting Room,15.9,True
PRS-00283,ASC-040,STR-016,2025-12-31T20:43:00Z,Sales Floor,67.4,True
PRS-00284,ASC-017,STR-005,2025-12-17T15:54:00Z,Back Office,58.0,False
PRS-00285,ASC-004,STR-028,2025-10-28T15:09:00Z,Register,24.8,True
PRS-00286,ASC-066,STR-024,2025-12-06T18:30:00Z,Register,17.0,True
PRS-00287,ASC-045,STR-021,2025-10-20T22:20:00Z,Register,35.3,True
PRS-00288,ASC-063,STR-021,2025-10-22T22:30:00Z,Sales Floor,80.9,True
PRS-00289,ASC-002,STR-022,2025-10-09T16:14:00Z,Sales Floor,21.7,True
PRS-00290,ASC-036,STR-020,2025-10-16T12:22:00Z,Back Office,52.1,False
PRS-00291,ASC-002,STR-027,2025-12-07T13:47:00Z,Sales Floor,60.5,True
PRS-00292,ASC-052,STR-021,2025-10-13T16:32:00Z,Sales Floor,50.7,True
PRS-00293,ASC-069,STR-028,2025-12-08T08:51:00Z,Sales Floor,51.9,True
PRS-00294,ASC-032,STR-008,2025-11-02T11:44:00Z,Fitting Room,77.5,True
PRS-00295,ASC-030,STR-023,2025-12-31T20:11:00Z,Sales Floor,55.6,True
PRS-00296,ASC-071,STR-009,2025-10-12T12:46:00Z,Break Room,7.6,False
PRS-00297,ASC-017,STR-017,2025-11-08T07:13:00Z,Sales Floor,53.5,True
PRS-00298,ASC-075,STR-016,2025-11-29T09:34:00Z,Break Room,6.5,False
PRS-00299,ASC-010,STR-007,2025-12-01T09:28:00Z,Sales Floor,19.4,True
PRS-00300,ASC-070,STR-019,2025-10-28T21:19:00Z,Register,53.2,True
PRS-00301,ASC-015,STR-024,2025-11-26T12:37:00Z,Receiving,56.1,False
PRS-00302,ASC-059,STR-001,2025-11-02T19:38:00Z,Sales Floor,57.5,True
PRS-00303,ASC-043,STR-017,2025-12-01T22:18:00Z,Customer Service Desk,28.4,True
PRS-00304,ASC-069,STR-008,2025-11-13T14:43:00Z,Register,29.2,True
PRS-00305,ASC-057,STR-004,2025-10-24T21:00:00Z,Sales Floor,87.7,True
PRS-00306,ASC-061,STR-016,2025-10-21T11:04:00Z,Stockroom,61.2,False
PRS-00307,ASC-013,STR-030,2025-11-26T16:40:00Z,Stockroom,74.4,False
PRS-00308,ASC-025,STR-025,2025-10-14T13:13:00Z,Sales Floor,28.9,True
PRS-00309,ASC-068,STR-016,2025-10-14T15:59:00Z,Register,52.2,True
PRS-00310,ASC-020,STR-011,2025-10-21T12:49:00Z,Back Office,17.1,False
PRS-00311,ASC-021,STR-020,2025-12-24T11:20:00Z,Customer Service Desk,88.3,True
