interaction_id,producer_id,timestamp,system,module,action,duration_ms,asset_id
MAM-0131,PRD-019,2026-03-05T09:35:00.778Z,Pro Tools,Audio,mix_audio,32000,AST-005005
MAM-0132,PRD-019,2026-03-05T10:12:15.334Z,Pro Tools,Audio,export_stems,10000,AST-005005
MAM-0133,PRD-021,2026-03-05T10:25:00.667Z,Telestream Vantage,QC,run_qc_check,44000,AST-002010
MAM-0134,PRD-025,2026-03-05T11:10:30.223Z,MediaSilo,Asset Library,search_assets,2400,AST-001008
MAM-0135,PRD-025,2026-03-05T11:15:00.890Z,MediaSilo,Metadata,bulk_tag,5200,AST-001008
MAM-0136,PRD-010,2026-03-05T11:25:15.445Z,RightsTracker Pro,Clearance,search_rights,3600,AST-001008
MAM-0137,PRD-010,2026-03-05T11:32:00.112Z,RightsTracker Pro,Clearance,update_record,4000,AST-001008
MAM-0138,PRD-013,2026-03-05T11:40:00.778Z,Frame.io,Review,upload_cut,7200,AST-012007
MAM-0139,PRD-014,2026-03-05T11:52:30.334Z,MediaSilo,Metadata,edit_field,1300,AST-012007
MAM-0140,PRD-020,2026-03-05T12:00:00.667Z,Audition,Audio,edit_audio,18000,AST-013003
MAM-0141,PRD-001,2026-03-06T08:02:00.223Z,Avid Media Composer,Timeline,open_project,4300,AST-001009
MAM-0142,PRD-015,2026-03-06T08:10:15.890Z,DaVinci Resolve,Timeline,open_project,5600,AST-005006
MAM-0143,PRD-015,2026-03-06T08:20:30.445Z,DaVinci Resolve,Color,grade_clip,13000,AST-005006
MAM-0144,PRD-007,2026-03-06T08:38:00.112Z,Avid Media Composer,Timeline,scrub_timeline,8900,AST-001009
MAM-0145,PRD-007,2026-03-06T08:52:15.778Z,Avid Media Composer,Timeline,add_marker,920,AST-001009
MAM-0146,PRD-002,2026-03-06T09:00:00.334Z,Avid Media Composer,Metadata,edit_field,2700,AST-002011
MAM-0147,PRD-003,2026-03-06T09:08:15.667Z,Frame.io,Review,upload_cut,24000,AST-003007
MAM-0148,PRD-009,2026-03-06T09:35:00.223Z,Avid Media Composer,Timeline,open_project,4400,AST-004005
MAM-0149,PRD-024,2026-03-06T09:42:30.890Z,Avid Media Composer,Metadata,edit_field,2500,AST-004005
MAM-0150,PRD-006,2026-03-06T09:50:00.445Z,Avid Media Composer,Metadata,edit_field,3200,AST-009007
MAM-0151,PRD-016,2026-03-06T09:58:15.112Z,Frame.io,Review,upload_cut,14000,AST-008005
MAM-0152,PRD-021,2026-03-06T10:18:00.778Z,Telestream Vantage,QC,run_qc_check,50000,AST-005006
MAM-0153,PRD-025,2026-03-06T11:12:30.334Z,MediaSilo,Metadata,bulk_tag,6000,AST-009007
MAM-0154,PRD-010,2026-03-06T11:22:00.667Z,RightsTracker Pro,Clearance,review_status,5200,AST-005006
MAM-0155,PRD-011,2026-03-06T11:32:15.223Z,RightsTracker Pro,Clearance,review_contract,14500,AST-005006
MAM-0156,PRD-012,2026-03-06T11:58:00.890Z,RightsTracker Pro,Clearance,submit_request,3400,AST-003007
MAM-0157,PRD-022,2026-03-06T12:05:30.445Z,RightsTracker Pro,Compliance,content_rating,7800,AST-003007
MAM-0158,PRD-017,2026-03-06T12:18:00.112Z,Aspera,Delivery,initiate_transfer,9200,AST-006003
MAM-0159,PRD-005,2026-03-06T12:32:30.778Z,Frame.io,Review,view_comments,3600,AST-006003
MAM-0160,PRD-023,2026-03-06T12:40:00.334Z,DaVinci Resolve,VFX,apply_effect,10500,AST-005006
MAM-0161,PRD-001,2026-03-07T08:05:15.667Z,Avid Media Composer,Metadata,view_metadata,1750,AST-001009
MAM-0162,PRD-001,2026-03-07T08:10:30.223Z,Avid Media Composer,Metadata,edit_field,2900,AST-001009
MAM-0163,PRD-015,2026-03-07T08:18:00.890Z,DaVinci Resolve,Metadata,edit_field,2500,AST-005006
MAM-0164,PRD-015,2026-03-07T08:25:15.445Z,DaVinci Resolve,Metadata,save_metadata,1200,AST-005006
MAM-0165,PRD-008,2026-03-07T08:32:00.112Z,Avid Media Composer,Timeline,scrub_timeline,9000,AST-002011
MAM-0166,PRD-008,2026-03-07T08:48:15.778Z,Avid Media Composer,Timeline,render_preview,20000,AST-002011
MAM-0167,PRD-003,2026-03-07T09:12:00.334Z,Frame.io,Review,view_comments,4000,AST-003007
MAM-0168,PRD-009,2026-03-07T09:20:30.667Z,Avid Media Composer,Timeline,trim_clip,3800,AST-004005
MAM-0169,PRD-006,2026-03-07T09:28:00.223Z,Avid Media Composer,Metadata,save_metadata,1500,AST-009007
MAM-0170,PRD-021,2026-03-07T09:35:15.890Z,Telestream Vantage,QC,generate_report,7000,AST-005006
MAM-0171,PRD-025,2026-03-07T09:45:00.445Z,MediaSilo,Asset Library,archive_asset,5000,AST-002010
MAM-0172,PRD-010,2026-03-07T09:55:30.112Z,RightsTracker Pro,Clearance,search_rights,3200,AST-009007
MAM-0173,PRD-010,2026-03-07T10:02:00.778Z,RightsTracker Pro,Clearance,submit_request,4500,AST-009007
MAM-0174,PRD-011,2026-03-07T10:12:15.334Z,RightsTracker Pro,Clearance,submit_request,4000,AST-009007
MAM-0175,PRD-022,2026-03-07T10:22:00.667Z,RightsTracker Pro,Compliance,gdpr_check,9500,AST-009007
MAM-0176,PRD-013,2026-03-07T10:38:30.223Z,Frame.io,Review,upload_cut,6800,AST-012008
MAM-0177,PRD-020,2026-03-07T10:50:00.890Z,Audition,Audio,edit_audio,15000,AST-013003
MAM-0178,PRD-004,2026-03-07T11:10:15.445Z,Avid Media Composer,Metadata,edit_field,2400,AST-011003
MAM-0179,PRD-018,2026-03-07T11:18:00.112Z,Avid Media Composer,Metadata,edit_field,2200,AST-011003
MAM-0180,PRD-019,2026-03-07T11:25:30.778Z,Pro Tools,Audio,mix_audio,30000,AST-001009
MAM-0181,PRD-001,2026-03-08T08:00:30.334Z,Avid Media Composer,Timeline,open_project,3800,AST-001010
MAM-0182,PRD-015,2026-03-08T08:08:15.667Z,DaVinci Resolve,Timeline,open_project,5300,AST-005007
MAM-0183,PRD-007,2026-03-08T08:18:00.223Z,Avid Media Composer,Timeline,scrub_timeline,9100,AST-001010
MAM-0184,PRD-002,2026-03-08T08:32:30.890Z,Avid Media Composer,Metadata,edit_field,2600,AST-002012
MAM-0185,PRD-003,2026-03-08T08:40:00.445Z,Frame.io,Review,view_comments,3400,AST-003008
MAM-0186,PRD-009,2026-03-08T08:48:15.112Z,Avid Media Composer,Metadata,edit_field,2800,AST-004006
MAM-0187,PRD-024,2026-03-08T08:55:30.778Z,Avid Media Composer,Metadata,edit_field,2300,AST-004006
MAM-0188,PRD-006,2026-03-08T09:02:00.334Z,Avid Media Composer,Metadata,edit_field,3000,AST-009008
MAM-0189,PRD-016,2026-03-08T09:10:30.667Z,Frame.io,Review,upload_cut,13000,AST-008006
MAM-0190,PRD-021,2026-03-08T09:28:00.223Z,Telestream Vantage,QC,run_qc_check,47000,AST-001010
MAM-0191,PRD-025,2026-03-08T10:18:15.890Z,MediaSilo,Metadata,bulk_tag,5600,AST-001010
MAM-0192,PRD-010,2026-03-08T10:28:00.445Z,RightsTracker Pro,Clearance,search_rights,3300,AST-005007
MAM-0193,PRD-011,2026-03-08T10:35:30.112Z,RightsTracker Pro,Clearance,review_contract,15500,AST-005007
MAM-0194,PRD-012,2026-03-08T11:00:00.778Z,RightsTracker Pro,Clearance,submit_request,3500,AST-001010
MAM-0195,PRD-022,2026-03-08T11:08:15.334Z,RightsTracker Pro,Compliance,accessibility_check,10500,AST-010002
MAM-0196,PRD-023,2026-03-08T11:25:00.667Z,DaVinci Resolve,VFX,apply_effect,9500,AST-005007
MAM-0197,PRD-019,2026-03-08T11:40:30.223Z,Pro Tools,Audio,export_stems,11000,AST-001009
MAM-0198,PRD-014,2026-03-08T11:55:00.890Z,MediaSilo,Metadata,edit_field,1200,AST-012009
MAM-0199,PRD-017,2026-03-08T12:02:30.445Z,Aspera,Delivery,initiate_transfer,8500,AST-014002
MAM-0200,PRD-005,2026-03-08T12:15:00.112Z,Avid Media Composer,Metadata,edit_field,2200,AST-007004
MAM-0201,PRD-001,2026-03-09T08:05:00.778Z,Avid Media Composer,Metadata,edit_field,3200,AST-001010
MAM-0202,PRD-015,2026-03-09T08:12:15.334Z,DaVinci Resolve,Color,grade_clip,14500,AST-005007
MAM-0203,PRD-007,2026-03-09T08:32:00.667Z,Avid Media Composer,Timeline,add_marker,900,AST-001010
MAM-0204,PRD-002,2026-03-09T08:38:30.223Z,Avid Media Composer,Metadata,save_metadata,1100,AST-002012
MAM-0205,PRD-008,2026-03-09T08:42:00.890Z,Avid Media Composer,Timeline,apply_transition,1900,AST-002012
MAM-0206,PRD-003,2026-03-09T08:48:15.445Z,Frame.io,Review,approve_cut,2400,AST-003008
MAM-0207,PRD-006,2026-03-09T08:55:00.112Z,Avid Media Composer,Metadata,save_metadata,1400,AST-009008
MAM-0208,PRD-021,2026-03-09T09:00:30.778Z,Telestream Vantage,QC,review_results,8800,AST-001010
MAM-0209,PRD-025,2026-03-09T09:12:00.334Z,MediaSilo,Asset Library,archive_asset,4600,AST-009007
MAM-0210,PRD-010,2026-03-09T09:20:15.667Z,RightsTracker Pro,Clearance,update_record,3800,AST-005007
MAM-0211,PRD-001,2026-03-10T08:02:30.223Z,Avid Media Composer,Timeline,open_project,4000,AST-001011
MAM-0212,PRD-015,2026-03-10T08:10:00.890Z,DaVinci Resolve,Timeline,open_project,5500,AST-005008
MAM-0213,PRD-007,2026-03-10T08:20:15.445Z,Avid Media Composer,Timeline,scrub_timeline,9300,AST-001011
MAM-0214,PRD-002,2026-03-10T08:35:00.112Z,Avid Media Composer,Metadata,edit_field,2800,AST-002013
MAM-0215,PRD-003,2026-03-10T08:42:30.778Z,Frame.io,Review,upload_cut,26000,AST-003009
MAM-0216,PRD-009,2026-03-10T09:12:00.334Z,Avid Media Composer,Timeline,open_project,4300,AST-004007
MAM-0217,PRD-006,2026-03-10T09:20:15.667Z,Avid Media Composer,Metadata,edit_field,3100,AST-009009
MAM-0218,PRD-016,2026-03-10T09:28:00.223Z,Frame.io,Review,view_comments,3200,AST-008007
MAM-0219,PRD-021,2026-03-10T09:35:30.890Z,Telestream Vantage,QC,run_qc_check,49000,AST-005008
MAM-0220,PRD-025,2026-03-10T10:28:00.445Z,MediaSilo,Metadata,bulk_tag,5400,AST-005008
MAM-0221,PRD-001,2026-03-10T08:08:22.112Z,Avid Media Composer,Metadata,view_metadata,1800,AST-001011
MAM-0222,PRD-001,2026-03-10T08:15:45.778Z,Avid Media Composer,Metadata,edit_field,3000,AST-001011
MAM-0223,PRD-015,2026-03-10T08:25:00.334Z,DaVinci Resolve,VFX,apply_effect,12000,AST-005008
MAM-0224,PRD-015,2026-03-10T08:42:15.667Z,DaVinci Resolve,Metadata,edit_field,2600,AST-005008
MAM-0225,PRD-010,2026-03-10T10:38:30.223Z,RightsTracker Pro,Clearance,search_rights,3500,AST-001011
MAM-0226,PRD-010,2026-03-10T10:45:00.890Z,RightsTracker Pro,Clearance,submit_request,4200,AST-001011
MAM-0227,PRD-011,2026-03-10T10:55:15.445Z,RightsTracker Pro,Clearance,review_contract,14000,AST-001011
MAM-0228,PRD-012,2026-03-10T11:18:00.112Z,RightsTracker Pro,Clearance,search_rights,3000,AST-009009
MAM-0229,PRD-022,2026-03-10T11:25:30.778Z,RightsTracker Pro,Compliance,fcc_check,9800,AST-005008
MAM-0230,PRD-022,2026-03-10T11:42:00.334Z,RightsTracker Pro,Compliance,generate_filing,12500,AST-005008
MAM-0231,PRD-023,2026-03-10T11:58:15.667Z,DaVinci Resolve,Metadata,edit_field,2400,AST-005008
MAM-0232,PRD-019,2026-03-10T12:05:00.223Z,Pro Tools,Audio,mix_audio,34000,AST-001011
MAM-0233,PRD-004,2026-03-10T12:42:30.890Z,Avid Media Composer,Metadata,edit_field,2500,AST-011004
MAM-0234,PRD-018,2026-03-10T12:50:00.445Z,Avid Media Composer,Metadata,edit_field,2300,AST-011004
MAM-0235,PRD-020,2026-03-10T13:00:15.112Z,Audition,Audio,edit_audio,16000,AST-013004
MAM-0236,PRD-013,2026-03-10T13:20:00.778Z,Frame.io,Review,upload_cut,7000,AST-012010
MAM-0237,PRD-017,2026-03-10T13:32:30.334Z,Aspera,Delivery,monitor_transfer,2000,AST-014002
MAM-0238,PRD-005,2026-03-10T13:38:00.667Z,Avid Media Composer,Metadata,edit_field,2100,AST-007005
MAM-0239,PRD-024,2026-03-10T13:45:15.223Z,Avid Media Composer,Metadata,edit_field,2600,AST-004007
MAM-0240,PRD-014,2026-03-10T13:52:00.890Z,MediaSilo,Metadata,edit_field,1400,AST-012010
MAM-0241,PRD-001,2026-03-11T08:00:15.445Z,Avid Media Composer,Timeline,open_project,4200,AST-001012
